Actual,Predicted,Proba
0,0,0.2922595475820473
0,1,0.5116001265998066
0,0,0.20750664479294254
0,0,0.3798314933387353
0,0,0.23324430979007316
0,0,0.3235377851361633
0,1,0.6123904922713078
0,0,0.20750664479294254
0,0,0.23324430979007316
0,0,0.35228674329829834
0,1,0.5098811171341293
1,1,0.633491882745177
0,0,0.20750664479294254
0,0,0.20750664479294254
0,0,0.29722213053659013
0,1,0.605719749434573
0,0,0.3391947471336091
0,0,0.23324430979007316
0,0,0.23324430979007316
0,0,0.20750664479294254
0,0,0.20750664479294254
0,1,0.6292173383598979
0,1,0.6846391907347754
0,0,0.20750664479294254
0,0,0.44635052815885723
1,1,0.6837343789882283
0,0,0.4502747049433152
0,0,0.4583733630157942
0,0,0.2940482222450791
0,1,0.5665675120573396
0,0,0.23324430979007316
0,1,0.5004404928140084
0,0,0.23324430979007316
0,0,0.20750664479294254
0,1,0.6401323622932342
1,1,0.5096103889028061
0,0,0.20750664479294254
0,0,0.23324430979007316
1,1,0.5967085515198365
1,0,0.44351353512143965
0,1,0.6960274325845957
1,1,0.6514619698539991
0,0,0.23324430979007316
0,1,0.6325611122047622
0,0,0.23324430979007316
0,0,0.49969910881544555
0,0,0.41099441708013074
0,0,0.23324430979007316
1,0,0.48763162936279075
0,0,0.20750664479294254
0,0,0.2339829825883706
1,0,0.3391947471336091
0,0,0.23324430979007316
0,0,0.23324430979007316
0,0,0.29722213053659013
0,0,0.23324430979007316
0,0,0.23324430979007316
0,1,0.6514619698539991
0,0,0.3391947471336091
0,0,0.20750664479294254
0,0,0.20750664479294254
0,0,0.3798314933387353
0,0,0.23324430979007316
0,0,0.3391947471336091
1,1,0.6960274325845957
0,1,0.5754740549519614
0,0,0.35228674329829834
0,1,0.6110343806056872
0,0,0.2922595475820473
1,1,0.7472657018909419
1,0,0.3613858029377068
0,1,0.6206967993832122
0,0,0.23324430979007316
0,0,0.2922595475820473
0,1,0.6237040362873455
0,1,0.5387581442715649
0,1,0.5659023877800788
1,1,0.5914393702654844
0,0,0.23324430979007316
0,0,0.3391947471336091
0,0,0.20750664479294254
0,0,0.23324430979007316
0,0,0.20750664479294254
0,0,0.3391947471336091
0,0,0.2339829825883706
0,0,0.23324430979007316
0,0,0.23324430979007316
0,0,0.23324430979007316
0,0,0.24495628466079164
1,0,0.20750664479294254
0,0,0.20750664479294254
0,1,0.5336083184813137
0,0,0.4924536560926933
0,0,0.4223772172879411
1,1,0.5596506875312747
1,0,0.29722213053659013
0,0,0.20750664479294254
0,0,0.273747021621952
0,0,0.4769309183049429
0,0,0.20750664479294254
0,1,0.6725750681414124
0,0,0.2515823269988619
0,1,0.5575498669226175
1,1,0.6480970753372169
0,0,0.29866427050790323
0,1,0.53423980113277
0,0,0.20750664479294254
1,0,0.48605499571110594
0,1,0.6343817540190179
0,0,0.40269137961590146
0,0,0.20750664479294254
1,1,0.6970554293057468
0,1,0.7472657018909419
0,0,0.40277337289617265
1,0,0.20750664479294254
0,0,0.42200271300349823
1,1,0.7223143399187992
0,0,0.4530015616530753
0,0,0.23324430979007316
0,0,0.24495628466079164
0,0,0.3391947471336091
0,1,0.5012324958639137
0,1,0.5761525494703931
0,0,0.23324430979007316
0,0,0.20750664479294254
0,0,0.20750664479294254
0,0,0.23324430979007316
0,0,0.38126640524125094
0,0,0.20750664479294254
0,0,0.29722213053659013
0,0,0.23324430979007316
0,0,0.20750664479294254
1,1,0.6436426078383278
0,0,0.3391947471336091
