,precision,recall,f1-score,support
0,0.8653976886471788,0.9462338949454906,0.9040123091490118,8072.0
1,0.576171875,0.33183352080989875,0.4211277658815132,1778.0
accuracy,0.8353299492385787,0.8353299492385787,0.8353299492385787,0.8353299492385787
macro avg,0.7207847818235894,0.6390337078776946,0.6625700375152624,9850.0
weighted avg,0.8131902270568555,0.8353299492385787,0.8168479723033659,9850.0
