,precision,recall,f1-score,support
0,0.8629023276534136,0.9598612487611496,0.9088030027564366,8072.0
1,0.6280137772675086,0.3076490438695163,0.41298603246508114,1778.0
accuracy,0.8421319796954315,0.8421319796954315,0.8421319796954315,0.8421319796954315
macro avg,0.745458052460461,0.633755146315333,0.6608945176107588,9850.0
weighted avg,0.8205031558172574,0.8421319796954315,0.819304264362728,9850.0
