,precision,recall,f1-score,support
0,0.9256664127951256,0.7528493557978196,0.830361412857826,8072.0
1,0.3926940639269406,0.7255343082114736,0.5095793008097965,1778.0
accuracy,0.7479187817258883,0.7479187817258883,0.7479187817258883,0.7479187817258883
macro avg,0.6591802383610331,0.7391918320046467,0.6699703568338113,9850.0
weighted avg,0.8294608456593253,0.7479187817258883,0.7724577991297655,9850.0
