,precision,recall,f1-score,support
0,0.9438750610053684,0.7187809712586719,0.8160911456501864,8072.0
1,0.38698352687010534,0.8059617547806525,0.5228972815179712,1778.0
accuracy,0.7345177664974619,0.7345177664974619,0.7345177664974619,0.7345177664974619
macro avg,0.6654292939377369,0.7623713630196622,0.6694942135840788,9850.0
weighted avg,0.8433518988030845,0.7345177664974619,0.7631674207337317,9850.0
