Actual,Predicted,Proba
0,0,0.1301437997011493
0,1,0.47347505533618706
0,0,0.0199683356018209
0,0,0.15040446550278255
0,0,0.09436825872147131
0,0,0.296141057668803
0,1,0.6720140903172411
0,0,0.021987019411144886
0,0,0.13899641758600909
0,0,0.29437959417390297
0,0,0.3075609121122715
1,1,0.7389034763833819
0,0,0.08268933146393591
0,0,0.040134366303934736
0,0,0.18767588587488485
0,1,0.6036208320980072
0,0,0.16579827755190743
0,0,0.13838658757524683
0,0,0.1658517343591313
0,0,0.06495376700144247
0,0,0.030530825940862906
0,1,0.5638284561273946
0,1,0.7007844216988209
0,0,0.03452798075324192
0,1,0.48107594957557315
1,1,0.7256433537790579
0,1,0.4983992406851176
0,1,0.4533012540733799
0,0,0.28931889814146905
0,1,0.5521870699167989
0,0,0.13918625595426762
0,1,0.564341497483293
0,0,0.18302692382861915
0,0,0.07068513774531286
0,1,0.5696379838744263
1,1,0.5829366864240924
0,0,0.03617274489707567
0,0,0.053851833332655516
1,1,0.6539267281710961
1,1,0.6010135186294424
0,1,0.6775472295397238
1,1,0.837486738784472
0,0,0.13791890543909183
0,1,0.7253825952881933
0,0,0.18612731360543347
0,1,0.47429829953708413
0,0,0.2868776649012304
0,0,0.14176280782950612
1,1,0.5329276895983096
0,0,0.06823065078914232
0,0,0.08284807484541024
1,0,0.2208620283853664
0,0,0.08633830309307625
0,0,0.1131423943436543
0,0,0.20361997107719113
0,0,0.08979986628078636
0,0,0.16097524706169777
0,1,0.7873635662817174
0,0,0.2172355868770537
0,0,0.0620040536893944
0,0,0.05201100065622256
0,0,0.23517879716716347
0,0,0.10787066974486813
0,0,0.2971946399438185
1,1,0.7171069699391365
0,1,0.6354976132688749
0,0,0.1040601622025581
0,1,0.6330904388297921
0,0,0.18832700135755984
1,1,0.8073023079306217
1,0,0.31396447419859763
0,1,0.6444916689326122
0,0,0.1143859854020435
0,0,0.15760329012380556
0,1,0.6068940721059584
0,0,0.2344323685488529
0,1,0.5554661819536109
1,1,0.6816196479368456
0,0,0.05845744830964917
