,precision,recall,f1-score,support
0,0.9216180174840717,0.7705649157581764,0.8393495715538762,8072.0
1,0.40277329893582714,0.7024746906636671,0.511990161918426,1778.0
accuracy,0.7582741116751269,0.7582741116751269,0.7582741116751269,0.7582741116751269
macro avg,0.6621956582099494,0.7365198032109217,0.6756698667361511,9850.0
weighted avg,0.8279625951918099,0.7582741116751269,0.78025870553034,9850.0
