,precision,recall,f1-score,support
0,0.9364775495997215,0.666625371655104,0.7788391952525691,8072.0
1,0.3442982456140351,0.7947131608548932,0.48044882692961577,1778.0
accuracy,0.689746192893401,0.689746192893401,0.689746192893401,0.689746192893401
macro avg,0.6403878976068783,0.7306692662549986,0.6296440110910924,9850.0
weighted avg,0.8295846762508332,0.689746192893401,0.7249774617623954,9850.0
