Actual,Predicted,Proba
0,0,0.11735218330402032
0,0,0.48118009610557533
0,0,0.023175971344801365
0,0,0.14299837282095537
0,0,0.09088118077376064
0,0,0.2806158854299375
0,0,0.6621507047729801
0,0,0.03028904913584206
0,0,0.1330316389680376
0,0,0.3149015543878684
0,0,0.33110157271369633
1,0,0.7080687849495
0,0,0.057071621843596154
0,0,0.041785837072711676
0,0,0.20001284004455064
0,0,0.5742760825541797
0,0,0.1756348498550245
0,0,0.13421611287694293
0,0,0.15481564303196657
0,0,0.07806027322476401
0,0,0.029834812064442613
0,0,0.6060884956048188
0,0,0.6776998388433472
0,0,0.037015049709863815
0,0,0.4824174564428643
1,0,0.7007506309464361
0,0,0.4835342711642435
0,0,0.42619704727873425
0,0,0.2862404129755145
0,0,0.5376001699363848
0,0,0.14030838130039694
0,0,0.5665319674300321
0,0,0.1728474093453083
0,0,0.05660264986254312
0,0,0.5813645021901149
1,0,0.5671076995924335
0,0,0.04003306087401505
0,0,0.05642466833750214
1,0,0.6865687924576835
1,0,0.6345471479585174
0,0,0.6937995457501708
1,1,0.8283928959685056
0,0,0.14796606069726242
0,0,0.7353304054832502
0,0,0.17030072287689943
0,0,0.4852887921109995
0,0,0.2890629132755752
0,0,0.14711819252064043
1,0,0.5315150333400901
0,0,0.06063476674907831
0,0,0.08961280584511337
1,0,0.2720886078317722
0,0,0.09892499782930474
0,0,0.0938880626601799
0,0,0.20395589606437214
0,0,0.09029524369452771
0,0,0.14979130179567687
0,0,0.7840898255212462
0,0,0.20612540358800377
0,0,0.06125687871746042
0,0,0.055792578476680565
0,0,0.20629179391678407
0,0,0.10192778883587782
0,0,0.3184906829307035
1,0,0.7217766901194632
0,0,0.6155636156568131
0,0,0.10258521487811716
0,0,0.6429647624562324
0,0,0.18264643507427325
1,0,0.7941004292183171
1,0,0.3149212938800343
0,0,0.658194039140573
0,0,0.1368195033605644
0,0,0.1609516595448368
0,0,0.6026363691642596
0,0,0.2555386343689891
0,0,0.5777559148023347
1,0,0.6785780607281737
0,0,0.05526842302342991
0,0,0.2839810370606313
0,0,0.0704236536262823
0,0,0.15543880660158882
0,0,0.03073493119419935
0,0,0.29691681858948954
0,0,0.11055763744554546
0,0,0.1288289060989812
0,0,0.09910133380060598
0,0,0.07049243281770141
0,0,0.1288300531751466
1,0,0.12051866456298804
0,0,0.072499179719577
0,0,0.36768583600329685
0,0,0.4028105617495284
0,0,0.38359952519145724
1,0,0.603253963431609
1,0,0.2003613747608132
0,0,0.0391668782721106
0,0,0.17619519592352137
0,0,0.5090837452309892
0,0,0.05503498962305446
0,0,0.6878540527713287
0,0,0.1611097288030063
0,0,0.5192867712028938
1,1,0.8230888373917253
0,0,0.22569647017577557
0,0,0.5686443076067024
0,0,0.021971072979615456
1,0,0.5578687441039418
0,0,0.30505858269799185
0,0,0.3237050747931489
0,0,0.19688896594527036
1,0,0.746079698432972
0,0,0.6803178854287731
0,0,0.29990172890407246
1,0,0.22894785734344586
0,0,0.38155396763220945
1,0,0.7455336959880153
0,0,0.2748310488202983
0,0,0.10403059253838559
0,0,0.34567151966825593
0,0,0.23586592754357588
0,0,0.587025068770914
0,0,0.28803313192098146
0,0,0.04561962838553669
0,0,0.07738332482033651
0,0,0.1975157871370315
0,0,0.16599690135700773
0,0,0.5296205762371291
0,0,0.07348400275766935
0,0,0.15402488982794602
0,0,0.19516772771147797
0,0,0.038119928650456936
1,0,0.69921319986518
0,0,0.2362136151712437
0,0,0.4959747888725944
0,0,0.715587409724038
0,0,0.2046152493512232
0,0,0.6395719290625413
1,0,0.737964414866117
0,0,0.19598602525617578
1,0,0.7865891245394315
0,0,0.37114470102277386
0,0,0.18581604568023993
0,0,0.4448686155820675
1,0,0.27702963948503906
0,0,0.6027426229284764
0,0,0.1764549608837212
0,0,0.4746566152642975
0,0,0.124816332145844
0,0,0.270552560226362
0,0,0.07386347280552144
0,0,0.06001945917872914
0,0,0.6786047451399403
0,0,0.30946109335542255
0,0,0.02254454077887426
0,0,0.6117738050442506
0,0,0.1308753575722694
0,0,0.6579915849971425
0,0,0.062296274108077594
0,0,0.17094077567769805
1,0,0.534669782958758
1,0,0.6967303384090708
1,0,0.5026066198190499
1,0,0.6871067907256233
0,0,0.016233802349409247
1,1,0.8028849521371353
0,0,0.04061449129472037
1,0,0.10893096817843116
0,0,0.13324340212443817
0,0,0.2832871059541824
0,0,0.22242021963418546
0,0,0.02657403935002705
0,0,0.3147780469748931
1,0,0.6065224505553389
0,0,0.3130991881798047
0,0,0.08091193433937124
1,0,0.5592508876736085
0,0,0.5950970193031091
0,0,0.05269354268816945
0,0,0.1508119748367636
0,0,0.0765293944490306
1,0,0.23982671590199445
1,0,0.6929582098637598
0,0,0.031084708408886143
0,0,0.10247536741836168
0,0,0.26000535569508104
0,0,0.1387651903093472
0,0,0.1910118009330063
0,0,0.08886519008932743
0,0,0.17769734533913628
1,0,0.524712724640494
0,0,0.6846949381174128
0,0,0.07273981922860821
0,0,0.08356394156274287
0,0,0.5998990966655801
0,0,0.030783766569707775
0,0,0.6658976407599521
0,1,0.8016777107848954
0,0,0.5701607377234513
1,0,0.6563832345669006
0,0,0.08098339755713437
1,0,0.6786720457661913
0,0,0.0928271582206625
0,0,0.4317970030418612
0,0,0.40495858169444593
0,0,0.2804402878583065
1,1,0.8061749641917736
1,0,0.7270597185390518
0,0,0.5246956942283091
1,0,0.6809828235025809
0,0,0.040076196291266276
0,0,0.37573456700732644
0,0,0.10672176448315232
0,0,0.20494159944025878
0,0,0.32827566852918283
0,0,0.05607862148451056
1,0,0.4146380862932684
1,0,0.5184182177019562
0,0,0.04424669090691557
0,0,0.4015412489776527
1,0,0.5567169535392121
0,0,0.31956326638830673
0,0,0.5738853429671524
0,0,0.05126953648543229
0,0,0.3902771082747812
0,0,0.2125734642452681
1,1,0.9421272590996245
0,0,0.16792115614248476
0,0,0.10349110096830155
0,0,0.031135197528694095
0,0,0.21885067123117377
1,0,0.2120407668375234
0,0,0.04004306959993395
0,0,0.38597020249499003
1,1,0.8560589112667532
0,0,0.05769933146854791
0,0,0.07791769108469444
0,0,0.45849370514422283
1,0,0.566105319661353
1,0,0.24909723553033183
1,0,0.47625927592001704
0,0,0.3544041585957924
1,0,0.6898824209172544
0,0,0.3009167887182246
0,0,0.41947112362789557
0,0,0.3300489591460316
0,0,0.046952196397275554
0,0,0.5896748364939872
0,0,0.23322195728497433
0,0,0.3453085878102462
0,0,0.25224101744434946
1,1,0.8942048406589607
0,0,0.5007852490839317
0,0,0.6451205912787674
0,0,0.2887851625577716
0,0,0.21811991275051298
0,0,0.42962382272376004
1,0,0.6106110360523795
1,0,0.4186688470487035
0,0,0.13403251051212803
1,1,0.8996592949007779
1,0,0.32575744115940675
0,0,0.20198495285263823
0,0,0.12617764867844458
1,0,0.6196543052603708
0,0,0.09816202114134356
0,0,0.762387335367494
0,0,0.5169188163756575
0,0,0.16129659466328092
0,0,0.12319484539214871
0,0,0.13340732973254874
0,0,0.5882887116259315
0,0,0.41499622007706793
0,0,0.6424623631013683
0,0,0.18708899647238694
0,0,0.32674263156217564
0,0,0.08899233747833554
0,0,0.5914751140433069
1,0,0.7205336717051868
0,0,0.2994636166906801
0,0,0.041077253749561296
0,0,0.2663026685847404
0,0,0.5189223581924426
0,0,0.11939463728573346
0,0,0.024136597016578585
1,0,0.11432221360136502
0,0,0.5468034230147713
0,0,0.09308776525504556
0,0,0.5541192107099189
0,0,0.2391045778396841
1,0,0.5243730160454402
0,0,0.03237620710565893
0,0,0.03913048880813656
0,0,0.24400762032974394
0,0,0.5583163566175487
0,0,0.11379483237040006
0,0,0.2782147475788692
0,0,0.07514260771059794
0,0,0.08741575293498839
0,0,0.7743722739695518
0,0,0.08644264727403049
0,0,0.5754576992288448
0,0,0.14353011858984852
1,0,0.13115772625724267
1,0,0.6767425846941616
0,0,0.6530815090300136
0,0,0.027925150510085775
0,0,0.5202534341440099
0,0,0.41548868399811417
0,0,0.05083819004827166
1,0,0.4654549058880604
0,0,0.28722841199179194
0,0,0.06233474719570156
0,0,0.09762264144185386
0,0,0.6470427431218718
0,0,0.05484869560768671
0,0,0.12550794712755178
0,0,0.1272503512671011
0,0,0.465836397110117
0,0,0.027878370855006763
0,0,0.7651250181248792
0,0,0.42874913708427553
0,0,0.16680169009951903
0,0,0.6348941759940453
0,0,0.7222232638123314
0,0,0.3050653748502859
1,0,0.6572511686809958
0,0,0.6682834832322565
0,0,0.4854949709527679
0,0,0.4920999775906423
0,0,0.39892226203677283
1,0,0.7468668886803893
0,0,0.11638669836902238
0,0,0.18813866282382927
0,0,0.3356746172702758
1,0,0.1342842215787997
0,0,0.15579483246230333
0,0,0.1265488853905716
0,0,0.31116064929946197
0,0,0.08890772223707114
0,0,0.055139674994962376
0,0,0.22116337954238163
0,0,0.5034027108390927
1,1,0.8584062608573418
0,0,0.6332031569549966
0,0,0.5830982340625426
0,0,0.4898501407466402
0,0,0.08258743502742656
1,0,0.3810819900355986
0,0,0.15059063678743254
0,0,0.7904562957765523
0,0,0.16092241236946794
0,0,0.04097707906251703
1,0,0.7658716760536831
1,0,0.5946681676643923
0,0,0.09263565340447845
0,0,0.28587487543222406
0,0,0.1850815811851827
0,0,0.4915314392122005
0,0,0.5139701400993949
0,0,0.12094245957614011
0,0,0.1122809151962376
0,0,0.664980332717258
