,precision,recall,f1-score,support
0,0.8375026277065377,0.9871159563924677,0.9061753667690208,8072.0
1,0.6904761904761905,0.13048368953880765,0.2194891201513718,1778.0
accuracy,0.8324873096446701,0.8324873096446701,0.8324873096446701,0.8324873096446701
macro avg,0.7639894090913641,0.5587998229656377,0.5628322434601963,9850.0
weighted avg,0.8109632362958212,0.8324873096446701,0.7822232706790533,9850.0
