,precision,recall,f1-score,support
0,0.9370395177494977,0.6932606541129831,0.796923953289661,8072.0
1,0.36152656008251677,0.7885264341957255,0.4957567185289958,1778.0
accuracy,0.7104568527918782,0.7104568527918782,0.7104568527918782,0.7104568527918782
macro avg,0.6492830389160072,0.7408935441543543,0.6463403359093284,9850.0
weighted avg,0.8331550468122496,0.7104568527918782,0.7425609742638272,9850.0
