jour,mois,lum,agg,int,atm,col,catr,circ,vosp,prof,plan,surf,infra,situ,vma,place,sexe,an_nais,trajet,locp,senc,catv,obs,obsm,manv,nb_v,nb_u,hr,has_ceinture,has_gants,has_casque,has_airbag,has_gilet,has_de,choc_avant,choc_arriere,choc_gauche,choc_droit,target
29,7,jour,oui,simple,normale,deux_vl,route_urbaine,complexe,sans,incline,rectiligne,normale,aucun,normale,50,passager,feminin,2003,personnelle,sans,croissant,vl,aucun,vehicule,1,2,3,17,1,0,0,0,0,0,1,0,0,0,0
22,10,jour,oui,aucun,normale,autres,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1951,autre,chaussee,croissant,vl,aucun,pieton,11,1,2,10,0,0,0,0,0,0,1,0,0,0,1
19,8,jour,oui,simple,normale,deux_vl,route_secondaire,complexe,avec,plat,rectiligne,normale,routiers,normale,50,conducteur,masculin,1970,personnelle,sans,decroissant,2rm,aucun,vehicule,1,2,2,15,0,1,1,0,0,0,0,1,1,0,1
26,4,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1959,personnelle,sans,croissant,2rm,aucun,aucun,1,2,2,10,0,0,1,0,0,0,1,0,0,0,1
31,3,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,incline,rectiligne,normale,aucun,normale,90,conducteur,masculin,1993,professionnelle,sans,decroissant,2rm,aucun,vehicule,3,2,2,18,0,0,1,0,0,0,1,0,0,0,0
8,3,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1990,personnelle,sans,croissant,2rm,aucun,vehicule,0,2,3,1,0,1,1,0,0,0,1,0,0,0,1
5,5,jour,non,aucun,normale,autres,route_secondaire,simple,sans,incline,courbe,normale,aucun,normale,50,passager_avant,feminin,1999,personnelle,sans,croissant,2rm,structurel,aucun,1,1,2,12,0,0,1,0,0,0,0,0,1,0,1
4,5,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,simple,sans,incline,rectiligne,humide,aucun,normale,50,conducteur,masculin,1996,domicile,sans,croissant,vl,aucun,vehicule,15,2,2,20,1,0,0,0,0,0,1,0,1,0,0
14,4,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,50,conducteur,masculin,2003,personnelle,sans,croissant,2rm,structurel,aucun,1,1,1,13,0,1,1,0,0,0,0,1,0,0,1
11,3,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1999,personnelle,sans,croissant,2rm,aucun,vehicule,18,2,2,17,0,0,1,0,0,0,0,0,1,0,1
22,10,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,feminin,1997,personnelle,sans,croissant,vl,aucun,vehicule,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0
10,4,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1975,personnelle,sans,decroissant,vl,aucun,vehicule,23,2,3,18,0,0,0,0,0,0,1,0,1,0,0
30,6,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,zones,normale,50,pieton,feminin,2002,domicile,chaussee,decroissant,vl,aucun,pieton,1,1,2,19,0,0,0,0,0,0,1,0,0,1,0
23,6,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1986,domicile,sans,croissant,cycle_edp,aucun,aucun,1,1,1,8,0,0,1,0,0,0,1,0,0,0,0
11,8,nocturne,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,courbe,normale,routiers,normale,90,conducteur,masculin,1982,personnelle,sans,decroissant,vl,structurel,vehicule,17,2,2,4,1,0,0,0,0,0,1,1,1,1,0
12,12,nocturne,oui,simple,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,courbe,humide,aucun,normale,50,conducteur,masculin,1973,personnelle,sans,inconnu,vl,aucun,vehicule,1,2,3,19,1,0,0,0,0,0,1,0,1,0,0
30,7,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,30,conducteur,masculin,1992,personnelle,sans,inconnu,2rm,structurel,aucun,1,1,1,7,0,1,1,0,0,0,1,0,0,0,1
19,1,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1973,domicile,sans,croissant,vl,aucun,vehicule,1,2,2,18,1,0,0,0,0,0,0,1,1,0,0
9,11,nocturne,oui,aucun,pluvieuses,deux_vl,route_urbaine,simple,sans,incline,courbe,humide,aucun,normale,50,conducteur,masculin,2001,domicile,sans,decroissant,vl,aucun,vehicule,13,2,2,17,1,0,0,0,0,0,0,0,1,0,0
28,6,jour,non,aucun,normale,autres,route_secondaire,simple,sans,incline,courbe,humide,aucun,normale,80,conducteur,masculin,1988,personnelle,sans,decroissant,2rm,structurel,aucun,1,1,1,13,0,1,1,0,0,0,1,0,0,0,1
19,4,jour,non,aucun,normale,autres,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,110,passager,feminin,1969,personnelle,sans,decroissant,vl,structurel,aucun,21,1,3,14,1,0,0,0,0,0,1,0,1,0,0
24,11,nocturne,non,complexe,normale,autres,route_principale,simple,sans,plat,rectiligne,normale,routiers,normale,70,passager,masculin,1999,personnelle,sans,decroissant,vl,aucun,vehicule,1,3,6,4,0,0,0,0,0,0,1,0,0,0,1
18,7,jour,non,aucun,pluvieuses,deux_vl,route_secondaire,simple,sans,incline,courbe,humide,aucun,normale,80,conducteur,masculin,1996,personnelle,sans,decroissant,vl,aucun,vehicule,1,2,2,13,1,0,0,0,0,0,1,0,0,1,1
23,10,nocturne,oui,simple,normale,deux_vl,route_urbaine,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1987,professionnelle,sans,inconnu,cycle_edp,aucun,vehicule,9,2,2,20,0,0,1,0,0,0,1,0,0,0,0
25,9,jour,non,aucun,pluvieuses,sans_collision,route_secondaire,simple,sans,plat,courbe,humide,aucun,particuliere,90,conducteur,feminin,2001,personnelle,sans,croissant,vl,naturel,aucun,1,1,1,11,1,0,0,0,0,0,1,0,0,0,1
23,4,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,70,conducteur,masculin,1950,personnelle,sans,croissant,vl,aucun,vehicule,1,2,2,8,1,0,0,0,0,0,1,0,0,0,0
4,1,jour,non,complexe,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,routiers,normale,50,conducteur,feminin,1942,personnelle,sans,decroissant,vl,structurel,vehicule,1,2,2,16,1,0,0,0,0,0,1,0,1,0,1
20,7,jour,non,complexe,normale,deux_vl,route_secondaire,complexe,avec,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1961,domicile,sans,decroissant,vl,aucun,vehicule,2,2,2,9,1,0,0,0,0,0,1,0,1,0,0
7,3,jour,oui,complexe,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,zones,normale,30,pieton,masculin,2017,personnelle,chaussee,croissant,vl,aucun,pieton,4,1,3,11,0,0,0,0,0,0,0,1,0,0,1
4,9,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1968,autre,sans,croissant,2rm,aucun,vehicule,1,2,2,23,0,0,1,0,0,0,1,0,0,0,0
18,1,crepuscule_aube,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2005,domicile,sans,croissant,2rm,aucun,vehicule,1,2,2,7,0,0,1,0,0,0,1,0,0,0,1
16,10,nocturne,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,90,conducteur,masculin,1963,personnelle,sans,croissant,vl,aucun,vehicule,1,2,2,21,1,0,0,0,0,0,0,0,0,1,0
18,6,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,courbe,normale,aucun,particuliere,80,conducteur,masculin,1986,domicile,sans,decroissant,2rm,naturel,aucun,26,1,1,13,0,1,1,0,0,0,0,0,0,0,1
28,9,jour,non,aucun,pluvieuses,autres,route_principale,complexe,sans,incline,rectiligne,humide,aucun,normale,130,conducteur,masculin,1948,personnelle,sans,croissant,vl,aucun,autre,2,3,4,15,1,0,0,0,0,0,1,0,0,0,0
8,8,crepuscule_aube,non,aucun,normale,deux_vl,autre,simple,sans,plat,rectiligne,autre,aucun,particuliere,50,conducteur,masculin,1993,personnelle,sans,inconnu,vl,aucun,vehicule,26,2,2,20,0,0,0,0,0,0,1,0,1,0,1
11,6,nocturne,oui,simple,normale,deux_vl,route_urbaine,simple,avec,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,2005,personnelle,sans,decroissant,2rm,aucun,vehicule,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0
25,8,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,30,conducteur,masculin,2004,personnelle,sans,croissant,2rm,structurel,aucun,1,1,1,15,0,0,1,0,0,0,1,0,0,1,1
18,1,jour,non,simple,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,routiers,normale,80,conducteur,feminin,1944,personnelle,sans,inconnu,vl,aucun,vehicule,19,2,2,16,1,0,0,0,0,0,0,1,1,0,1
21,6,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1945,personnelle,sans,decroissant,cycle_edp,aucun,aucun,15,2,2,12,0,0,0,0,0,0,0,1,1,0,1
22,10,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,2006,domicile,sans,decroissant,2rm,aucun,vehicule,1,2,2,6,0,0,1,0,0,0,0,0,0,1,1
14,3,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,simple,sans,incline,rectiligne,humide,aucun,particuliere,50,passager_avant,masculin,1996,personnelle,sans,croissant,vl,naturel,aucun,1,1,3,0,1,0,0,0,0,0,1,0,0,0,1
11,5,jour,oui,aucun,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,conducteur,masculin,1977,personnelle,sans,croissant,2rm,aucun,vehicule,17,2,2,19,0,1,1,0,0,0,1,0,0,0,0
12,11,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,80,passager,masculin,1993,personnelle,sans,decroissant,vl,naturel,aucun,1,1,4,9,0,0,0,0,0,0,1,0,0,0,1
28,9,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,masculin,1966,personnelle,sans,croissant,vl,aucun,vehicule,0,2,3,16,1,0,0,0,0,0,1,0,0,0,1
12,8,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,masculin,2005,personnelle,sans,inconnu,2rm,aucun,vehicule,13,2,2,17,0,1,1,0,0,0,1,0,1,0,1
29,7,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1995,personnelle,sans,inconnu,2rm,aucun,vehicule,1,2,2,22,0,0,1,0,0,0,1,0,0,1,1
15,4,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,2007,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,2,13,0,1,1,0,0,0,1,0,0,0,1
4,9,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1999,personnelle,sans,inconnu,2rm,aucun,vehicule,19,2,2,18,0,0,1,0,0,0,0,0,0,1,1
23,5,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,50,pieton,feminin,2005,autre,chaussee,croissant,vl,structurel,aucun,1,1,2,18,0,0,0,0,0,0,1,0,1,0,0
13,4,jour,oui,complexe,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,zones,normale,50,pieton,masculin,2002,personnelle,chaussee,inconnu,vl,aucun,pieton,1,1,2,14,0,0,0,0,0,0,1,0,0,1,0
14,5,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,80,conducteur,masculin,2005,personnelle,sans,croissant,2rm,naturel,aucun,14,1,1,18,0,1,1,0,0,0,1,0,0,0,1
27,4,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,2001,professionnelle,sans,croissant,pl,aucun,vehicule,5,2,2,15,1,0,0,0,0,0,0,0,1,0,0
30,1,jour,oui,aucun,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,routiers,normale,50,passager,feminin,1999,personnelle,sans,inconnu,vl,aucun,vehicule,2,2,3,11,1,0,0,0,0,0,1,0,0,1,0
9,8,jour,oui,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,zones,normale,50,conducteur,feminin,1964,personnelle,sans,decroissant,cycle_edp,aucun,vehicule,2,2,2,11,0,0,0,0,0,0,1,0,1,0,1
23,10,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,80,passager,feminin,2004,personnelle,sans,decroissant,vl,naturel,aucun,1,1,5,5,1,0,0,0,0,0,1,0,0,1,1
31,3,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,passager_avant,feminin,1981,personnelle,sans,decroissant,vl,aucun,vehicule,16,3,6,15,1,0,0,0,0,0,1,0,1,0,0
13,11,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,avec,incline,courbe,normale,aucun,particuliere,30,conducteur,masculin,1996,personnelle,sans,decroissant,cycle_edp,aucun,vehicule,1,2,2,16,0,0,1,0,0,0,1,0,0,0,1
4,10,jour,oui,aucun,normale,deux_vl,route_urbaine,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1998,personnelle,sans,inconnu,cycle_edp,aucun,aucun,19,2,2,15,0,0,0,0,0,0,0,0,0,1,1
3,6,nocturne,non,simple,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,80,conducteur,masculin,1990,domicile,sans,croissant,vl,naturel,aucun,1,1,8,1,0,0,0,0,0,0,1,0,0,0,0
1,1,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,courbe,humide,aucun,normale,50,conducteur,masculin,1975,personnelle,sans,decroissant,cycle_edp,aucun,aucun,1,1,1,12,0,1,1,0,0,0,0,0,1,0,1
26,2,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1965,personnelle,sans,inconnu,2rm,aucun,vehicule,17,2,2,16,0,1,1,0,0,0,0,0,0,1,1
20,12,jour,non,aucun,pluvieuses,autres,route_principale,complexe,sans,plat,courbe,humide,aucun,normale,70,conducteur,feminin,1999,personnelle,sans,decroissant,vl,structurel,aucun,13,1,1,11,1,0,0,0,0,0,1,0,0,0,0
12,11,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,2001,personnelle,sans,croissant,2rm,aucun,vehicule,26,2,2,10,0,0,0,0,0,0,0,0,0,0,1
15,7,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,zones,particuliere,50,conducteur,feminin,1985,domicile,sans,decroissant,cycle_edp,aucun,vehicule,25,2,2,21,0,0,0,0,0,0,1,0,1,0,0
11,12,nocturne,non,aucun,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,courbe,humide,aucun,normale,80,conducteur,feminin,1976,autre,sans,croissant,vl,aucun,vehicule,13,2,2,19,1,0,0,0,0,0,1,0,1,0,0
1,1,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,humide,aucun,normale,80,passager,masculin,2015,personnelle,sans,decroissant,vl,aucun,vehicule,2,2,6,12,0,0,0,0,0,1,1,0,0,0,0
6,7,jour,oui,aucun,normale,autres,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,1956,personnelle,chaussee,croissant,vl,aucun,pieton,1,1,2,10,0,0,0,0,0,0,1,0,0,0,1
18,1,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,50,conducteur,masculin,2005,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,3,15,0,0,1,0,0,0,1,0,0,0,1
29,11,jour,non,complexe,normale,deux_vl,route_principale,simple,sans,plat,courbe,normale,aucun,normale,70,conducteur,masculin,1967,personnelle,sans,decroissant,2rm,aucun,aucun,1,2,2,15,0,1,1,0,0,0,0,1,0,0,1
31,3,nocturne,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,30,passager,masculin,1998,personnelle,sans,croissant,vl,structurel,aucun,13,1,3,6,1,0,0,0,0,0,1,0,0,0,1
11,6,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,passager_avant,feminin,1976,personnelle,sans,decroissant,vl,aucun,aucun,11,2,3,20,1,0,0,0,0,0,0,1,0,0,0
23,10,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,30,conducteur,masculin,1989,personnelle,sans,croissant,vl,aucun,vehicule,1,2,2,17,1,0,0,0,0,0,1,0,0,0,0
29,9,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1971,domicile,sans,inconnu,vl,aucun,vehicule,0,2,2,7,0,0,0,0,0,0,0,0,1,0,1
8,1,nocturne,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,humide,aucun,normale,110,conducteur,masculin,1997,domicile,sans,croissant,vl,aucun,vehicule,2,2,2,7,1,0,0,0,0,0,1,0,0,0,0
26,10,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,feminin,1961,personnelle,sans,decroissant,vl,aucun,vehicule,1,2,3,15,1,0,0,0,0,0,1,0,1,0,1
11,4,nocturne,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,50,conducteur,masculin,2002,personnelle,sans,inconnu,vl,structurel,aucun,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
7,7,jour,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,masculin,1980,domicile,sans,croissant,2rm,aucun,vehicule,3,3,3,17,0,1,1,0,0,0,1,0,0,1,0
18,3,nocturne,oui,complexe,pluvieuses,autres,route_secondaire,complexe,sans,plat,courbe,humide,routiers,particuliere,50,conducteur,feminin,1968,domicile,sans,inconnu,vl,structurel,aucun,1,1,1,21,1,0,0,0,0,0,1,1,1,1,0
6,10,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1991,domicile,sans,decroissant,vl,structurel,vehicule,1,2,2,12,1,0,0,0,0,0,0,0,0,0,1
9,12,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,humide,aucun,normale,80,conducteur,masculin,1957,personnelle,sans,croissant,vl,aucun,vehicule,1,2,3,13,1,0,0,0,0,0,1,0,1,0,0
3,11,jour,oui,aucun,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1983,professionnelle,sans,croissant,2rm,aucun,vehicule,3,2,2,7,0,1,1,0,0,0,0,0,1,0,0
7,8,crepuscule_aube,non,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,1998,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,3,20,0,0,1,0,0,0,1,0,0,0,1
27,4,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1999,professionnelle,sans,croissant,pl,aucun,vehicule,1,3,3,18,1,0,0,0,0,0,1,0,0,1,1
7,3,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1970,personnelle,sans,decroissant,2rm,aucun,vehicule,2,3,3,12,0,0,1,0,0,0,1,0,0,0,1
18,9,jour,non,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,90,conducteur,masculin,1988,domicile,sans,croissant,2rm,structurel,aucun,15,2,2,12,0,1,1,0,0,0,0,0,1,0,1
18,6,jour,oui,aucun,normale,deux_vl,route_urbaine,simple,sans,incline,rectiligne,normale,aucun,normale,50,conducteur,masculin,1991,professionnelle,sans,croissant,2rm,aucun,vehicule,2,2,2,9,0,0,1,0,0,0,1,0,0,1,0
9,10,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,pieton,masculin,2008,domicile,chaussee,inconnu,vl,aucun,pieton,1,1,2,13,0,0,0,0,0,0,1,0,0,0,1
26,10,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,80,conducteur,masculin,1976,personnelle,sans,decroissant,2rm,aucun,vehicule,2,2,7,14,0,1,1,0,0,0,1,0,0,0,1
9,12,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,masculin,1992,professionnelle,sans,croissant,vl,aucun,vehicule,2,2,2,15,1,0,0,0,0,0,1,0,0,0,0
19,9,crepuscule_aube,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1949,personnelle,sans,croissant,vl,structurel,aucun,2,2,2,19,1,0,0,0,0,0,1,0,0,1,1
3,7,jour,oui,aucun,normale,autres,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2002,personnelle,sans,croissant,vl,aucun,pieton,2,1,3,18,0,0,0,0,0,0,1,0,0,1,0
6,4,jour,non,aucun,normale,autres,autre,simple,sans,incline,rectiligne,humide,aucun,particuliere,80,conducteur,masculin,1938,personnelle,sans,inconnu,vl,structurel,aucun,1,1,1,8,0,0,0,0,0,0,1,0,0,1,1
12,6,crepuscule_aube,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,routiers,normale,50,passager_avant,feminin,1993,personnelle,sans,croissant,vl,aucun,vehicule,9,2,3,20,1,0,0,1,0,0,1,0,0,1,0
2,7,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,50,conducteur,masculin,1967,personnelle,sans,inconnu,vl,structurel,aucun,0,1,1,20,0,1,1,0,0,0,1,0,0,0,1
13,9,jour,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,routiers,normale,50,conducteur,masculin,1990,personnelle,sans,croissant,cycle_edp,aucun,vehicule,19,2,2,13,0,0,1,0,0,0,1,0,0,0,0
22,10,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,90,passager_avant,masculin,2000,personnelle,sans,croissant,2rm,aucun,vehicule,3,2,3,13,0,1,1,0,0,0,1,0,0,1,0
11,5,crepuscule_aube,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1991,personnelle,sans,decroissant,vl,aucun,vehicule,13,2,2,20,0,0,0,0,0,0,1,0,0,0,0
6,11,nocturne,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,conducteur,masculin,1973,personnelle,sans,croissant,2rm,naturel,aucun,1,1,1,18,0,1,0,0,0,0,1,0,0,0,1
14,4,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,50,conducteur,masculin,1953,personnelle,sans,croissant,vl,structurel,aucun,0,1,1,14,1,0,0,0,0,0,1,0,0,0,1
22,1,jour,non,aucun,pluvieuses,autres,route_secondaire,simple,sans,incline,rectiligne,humide,aucun,particuliere,80,conducteur,masculin,1934,personnelle,sans,decroissant,vl,naturel,aucun,0,1,1,16,1,0,0,0,0,0,1,0,0,0,1
6,9,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,conducteur,masculin,1993,personnelle,sans,croissant,vl,naturel,aucun,0,1,1,10,1,0,0,0,0,0,0,0,0,1,1
