,precision,recall,f1-score,support
0,0.9344705286269211,0.6854558969276512,0.7908239834202816,8072.0
1,0.3537795876813439,0.78177727784027,0.48712107937620464,1778.0
accuracy,0.7028426395939086,0.7028426395939086,0.7028426395939086,0.7028426395939086
macro avg,0.6441250581541325,0.7336165873839606,0.6389725313982431,9850.0
weighted avg,0.829651392281618,0.7028426395939086,0.7360032967816655,9850.0
