,precision,recall,f1-score,support
0,0.9451144904736934,0.6698463825569871,0.7840208801566012,8072.0
1,0.3545652700411722,0.8233970753655793,0.49568308786185883,1778.0
accuracy,0.6975634517766498,0.6975634517766498,0.6975634517766498,0.6975634517766498
macro avg,0.6498398802574328,0.7466217289612832,0.63985198400923,9850.0
weighted avg,0.8385158596179552,0.6975634517766498,0.7319737131819767,9850.0
